"","X","X30","X50","X60","X90","X160","C..all.","RL","RM","AlleyGrvl","Alleynan","IR1","IR2","Reg","Bnk","HLS","CulDSac","BrDale","BrkSide","Edwards","IDOTRR","MeadowV","NAmes","NoRidge","NridgHt","OldTown","Sawyer","Somerst","StoneBr","Timber","Condition1Artery","Condition1Feedr","Condition1Norm","X1Fam","Duplex","Gable","Hip","CompShg","WdShngl","Exterior2ndCmentBd","Exterior2ndMetalSd","Exterior2ndVinylSd","Exterior2ndWd.Sdng","BrkFace","None","Stone","FuseA","FuseF","SBrkr","Attchd","BuiltIn","Detchd","N","Y","WD","Abnorml","Normal","Partial","LotFrontage","LotArea","OverallQual","YearBuilt","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X2ndFlrSF","BsmtFullBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","SalePrice","ExterQual","BsmtQual","BsmtCond","BsmtExposure","HeatingQC","KitchenQual","GarageQual","PoolQC","BsmtFinType1","CentralAir","Functional","GarageFinish","Fence"
"11",10,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,70,9.32375833901174,5,1965,6.81014245011514,4.90527477843843,6.94793706861497,0,1,3,0.693147180559945,5,0,1,0,0,0,0,11.7714438820996,1.38629436111989,1.38629436111989,1.38629436111989,2,5,3,1.38629436111989,0,3,0.693147180559945,2.19722457733622,1,0
"12",11,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0.693147180559945,85,9.38639231575654,9,2005,6.90675477864855,5.18178355029209,7.06987412845857,7.04141166379481,1,4,0.693147180559945,11,2,3,4.99721227376411,3.09104245335832,0,0,12.75130259456,1.79175946922805,1.79175946922805,1.38629436111989,2,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"13",12,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.47031717333574,5,1962,6.60394382460047,5.17048399503815,6.81673588059497,0,1,2,0.693147180559945,4,0,1,4.94875989037817,0,0,5.17614973257383,11.8775755229785,1.38629436111989,1.38629436111989,1.38629436111989,2,3,3,1.38629436111989,0,5,0.693147180559945,2.19722457733622,1,0
"14",13,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0,0,0.693147180559945,91,9.2735968216112,7,2006,0,7.30988148582479,7.30988148582479,0,0,3,0.693147180559945,7,1,3,5.08140436498446,3.52636052461616,0,0,12.5407611493884,1.6094379124341,1.6094379124341,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"15",14,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.29844282019773,6,1960,6.59850902861452,6.25575004175337,7.13409372119287,0,1,2,0.693147180559945,5,1,1,0,5.36597601502185,5.17614973257383,0,11.9640074537369,1.38629436111989,1.38629436111989,1.38629436111989,2,3,3,1.38629436111989,0,4,0.693147180559945,2.19722457733622,2,1.09861228866811
"16",15,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,51,8.71948076085107,7,1929,0,6.72503364216684,6.72503364216684,0,0,2,0.693147180559945,5,0,2,3.89182029811063,4.72738781871234,0,0,11.7905647772974,1.38629436111989,1.38629436111989,1.38629436111989,2,5,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,1,1.6094379124341
"17",16,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.32741204356202,6,1970,6.361302477573,6.05678401322862,6.91274282049318,0,1,2,0.693147180559945,5,1,2,0,0,0,0,11.9117082963145,1.38629436111989,1.38629436111989,1.38629436111989,2,5,3,1.38629436111989,0,5,0.693147180559945,2.19722457733622,3,0
"18",17,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,72,9.28656039788759,4,1967,0,0,0,0,0,2,1.09861228866811,6,0,2,0,0,0,0,11.4075760603618,1.38629436111989,0,0,0,3,3,1.38629436111989,0,0,0.693147180559945,2.19722457733622,1,0
"19",18,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,66,9.52485909838152,5,2004,6.4723462945009,6.15060276844628,7.01660968389422,0,1,3,0.693147180559945,6,0,2,0,4.63472898822964,0,0,11.9766657704908,1.38629436111989,1.38629436111989,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,1,0
"20",19,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0,0.693147180559945,0,0,70,8.93075873555827,5,1958,6.22455842927536,6.26530121273771,6.93731408122368,0,0,3,0.693147180559945,6,0,1,0,0,0,0,11.8422364063316,1.38629436111989,1.38629436111989,1.38629436111989,2,3,3,1.38629436111989,0,2,0.693147180559945,2.07944154167984,1,1.38629436111989
"21",20,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0.693147180559945,101,9.56212336983449,8,2005,0,7.05531284333975,7.05531284333975,7.10578612948127,0,4,0.693147180559945,9,1,3,5.48479693349065,5.04342511691925,0,0,12.6925061865422,1.6094379124341,1.79175946922805,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"22",21,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,57,8.9159693113736,7,1930,0,6.45833828334479,6.45833828334479,0,0,3,0.693147180559945,6,1,1,0,0,5.32787616878958,0,11.845109950884,1.38629436111989,1.38629436111989,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,1,1.6094379124341
"23",22,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,1,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,75,9.18430435742534,8,2002,0,7.48324441607385,7.48324441607385,0,0,3,0.693147180559945,7,1,2,5.14749447681345,5.07517381523383,0,0,12.345838935722,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"24",23,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,44,8.34877453979127,5,1976,6.73459165997295,5.30330490805908,6.94793706861497,0,1,3,0.693147180559945,6,1,2,4.61512051684126,4.70953020131233,0,0,11.7745279008585,1.38629436111989,1.6094379124341,1.38629436111989,2,3,3,1.38629436111989,0,6,0.693147180559945,2.19722457733622,1,0
"25",24,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.01760477683336,5,1968,5.24174701505964,5.32300997913841,6.96696713861398,0,1,3,0.693147180559945,6,1,1,6.00881318544259,4.51085950651685,0,0,11.9447143748812,1.38629436111989,1.38629436111989,1.38629436111989,3,5,4,1.38629436111989,0,3,0.693147180559945,2.19722457733622,1,1.38629436111989
"26",25,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,110,9.56317796268366,8,2007,0,7.35691824235602,7.35691824235602,0,0,3,0.693147180559945,7,1,3,0,4.04305126783455,0,0,12.4541078140223,1.6094379124341,1.6094379124341,1.38629436111989,2,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"27",26,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,60,8.88197518424887,5,1951,5.45958551414416,5.19849703126583,6.80350525760834,0,0,3,0.693147180559945,5,0,2,5.40717177146012,3.49650756146648,0,0,11.8115548958305,1.38629436111989,1.38629436111989,1.38629436111989,3,3,4,1.38629436111989,0,4,0.693147180559945,2.19722457733622,1,0
"28",27,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,98,9.3482745580655,8,2007,7.10578612948127,6.18826412308259,7.44132038971762,0,1,3,0.693147180559945,7,1,3,0,3.93182563272433,0,0,12.631343648903,1.6094379124341,1.79175946922805,1.38629436111989,2,5,4,1.38629436111989,0,6,0.693147180559945,2.19722457733622,2,0
"29",28,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,47,9.70026917002919,5,1957,7.15305163493748,5.33753807970132,7.3031700512368,0,1,2,0.693147180559945,6,2,1,5.66642668811243,5.55682806169954,0,0,12.2428914379184,1.38629436111989,1.38629436111989,1.38629436111989,4,3,3,1.38629436111989,0,4,0.693147180559945,2.19722457733622,2,0
"30",29,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,1,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,60,8.75226531359572,4,1927,0,6.25575004175337,6.25575004175337,0,0,1,0.693147180559945,4,0,1,3.91202300542815,0,4.47733681447821,0,11.1346036226839,1.38629436111989,1.38629436111989,1.38629436111989,2,2,2,1.09861228866811,0,1,0,2.19722457733622,1,0
"31",30,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,50,9.04793908261736,4,1920,0,6.47697236288968,6.47697236288968,6.50578406012823,0,3,0.693147180559945,6,0,1,0,4.00733318523247,5.15329159449778,0,10.5966597327836,1.38629436111989,1.38629436111989,1.38629436111989,2,3,3,1.38629436111989,0,1,0,2.19722457733622,1,1.38629436111989
"32",31,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,9.05310159554969,5,1966,0,7.11395610956603,7.11395610956603,0,0,3,0.693147180559945,6,0,1,0,4.18965474202643,0,0,11.9140545193031,1.38629436111989,1.38629436111989,1.38629436111989,2,4,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,1,1.38629436111989
"33",32,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,85,9.3101857069459,8,2007,0,7.11882624906208,7.11882624906208,0,0,3,0.693147180559945,7,0,2,0,3.43398720448515,0,0,12.1001619785669,1.6094379124341,1.79175946922805,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,2,0
"34",33,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,70,9.26416545867109,5,1959,6.92657703322272,5.9427993751267,7.24351297466548,0,0,4,0.693147180559945,6,1,2,0,3.66356164612965,0,0,12.0167325160771,1.38629436111989,1.38629436111989,1.38629436111989,2,4,4,1.38629436111989,0,3,0.693147180559945,2.19722457733622,2,0
"35",34,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,60,8.89754559870933,9,2005,7.05098944706805,6.0137151560428,7.35372233039963,0,1,2,0.693147180559945,6,1,2,5.31811999384422,3.87120101090789,0,0,12.5335798157657,1.79175946922805,1.79175946922805,1.38629436111989,2,5,5,1.38629436111989,0,6,0.693147180559945,2.19722457733622,3,0
"36",35,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,108,9.50442689210096,8,2004,0,7.01929665371504,7.01929665371504,7.18614430452233,0,4,0.693147180559945,9,1,3,4.7361984483945,3.49650756146648,0,0,12.6410997921206,1.6094379124341,1.79175946922805,1.38629436111989,3,5,4,1.38629436111989,0,1,0.693147180559945,2.19722457733622,3,0
"37",36,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,1,0,0,1,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,112,9.29284159348793,5,1994,0,7.00124562206948,7.00124562206948,0,0,3,0.693147180559945,6,0,2,5.97380961186926,4.17438726989564,0,0,11.8844959179307,1.38629436111989,1.6094379124341,1.38629436111989,2,5,3,1.38629436111989,0,1,0.693147180559945,2.19722457733622,1,0
"38",37,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,1,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,74,9.05169627853659,5,1954,7.10167597161944,4.44265125649032,7.16857989726403,0,0,3,0.693147180559945,5,1,2,0,0,0,0,11.9381997363009,1.38629436111989,1.38629436111989,1.38629436111989,2,4,3,1.38629436111989,0,3,0.693147180559945,2.19722457733622,3,0
