"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"14",1474,5.08140436498446,"RL",3.2188758248682,7.73236922228439,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1975,1975,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.24416690066374,"Unf",0,5.8348107370626,6.75227037614174,"GasA","TA","Y","SBrkr",6.75227037614174,6.40025744530882,0,7.2841348061952,0,0,2,1,3,0.693147180559945,"Gd",6,"Typ",1,"TA","Attchd",1975,"Unf",2,440,"TA","TA","Y",5.15905529921453,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
"15",1475,4.79579054559674,"RL",3.2188758248682,7.73236922228439,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Norm","Norm","Twnhs","1Story",7,6,1975,1975,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,6.72982407048948,6.72982407048948,"GasA","Ex","Y","SBrkr",6.72982407048948,0,0,6.72982407048948,0,0,1,0,2,0.693147180559945,"TA",4,"Typ",0,NA,"Attchd",1975,"Unf",1,308,"TA","TA","Y",0,3.43398720448515,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
"16",1476,4.11087386417331,"RL",4.63472898822964,9.46179923427044,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",5.09375020080676,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,7.37211802833779,7.37211802833779,"GasA","Ex","Y","SBrkr",7.39510754656249,6.56244409369372,0,7.755767170103,0,0,2,1,3,0.693147180559945,"Ex",10,"Typ",1,"Gd","Attchd",2009,"Fin",3,751,"TA","TA","Y",4.97673374242057,4.89783979995091,0,0,0,0,NA,NA,NA,0,1,2010,"New","Partial"
"17",1477,3.04452243772342,"RL",4.55387689160054,9.46374151045109,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",5.54907608489522,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.34277918933185,7.34277918933185,"GasA","Ex","Y","SBrkr",7.34277918933185,0,0,7.34277918933185,0,0,2,0,3,0.693147180559945,"Gd",7,"Typ",0,NA,"Attchd",2009,"RFn",3,868,"TA","TA","Y",0,3.58351893845611,0,0,0,0,NA,NA,NA,0,6,2010,"New","Partial"
"18",1478,3.04452243772342,"RL",4.51085950651685,9.35192673603805,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","PosN","Norm","1Fam","1Story",9,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",6.42324696353352,"Gd","TA","PConc","Ex","TA","No","GLQ",4.70953020131233,"Unf",0,7.37086016653672,7.43779512167193,"GasA","Ex","Y","SBrkr",7.43779512167193,0,0,7.43779512167193,0,0,2,0,3,0.693147180559945,"Ex",7,"Typ",1,"Gd","Attchd",2005,"Fin",3,730,"TA","TA","Y",5.26269018890489,4.31748811353631,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
"19",1479,3.04452243772342,"RL",4.38202663467388,9.55555995306906,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",5.48479693349065,"Gd","TA","PConc","Ex","TA","No","GLQ",3.36729582998647,"Unf",0,7.49276030092238,7.50823877467866,"GasA","Ex","Y","SBrkr",7.50823877467866,0,0,7.50823877467866,0,0,2,0,3,0.693147180559945,"Ex",8,"Typ",1,"Gd","Attchd",2005,"RFn",3,678,"TA","TA","Y",0,4.78749174278205,0,0,0,0,NA,NA,NA,0,2,2010,"WD","Normal"
"20",1480,3.04452243772342,"RL",4.70953020131233,9.56808474387294,"Pave",NA,"Reg","HLS","AllPub","Inside","Mod","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",6.99942246750796,"Ex","TA","PConc","Ex","TA","Gd","GLQ",7.22548147278229,"Unf",0,7.29573507274928,7.95402108727804,"GasA","Ex","Y","SBrkr",7.89989532313973,0,0,7.89989532313973,1,0,2,1,3,0.693147180559945,"Ex",10,"Typ",2,"Gd","Attchd",2003,"Fin",3,958,"TA","TA","Y",5.39816270151775,5.01727983681492,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
"21",1481,4.11087386417331,"RL",4.66343909411207,9.52156805800298,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.4510384535657,"Gd","TA","PConc","Gd","TA","Gd","GLQ",6.361302477573,"Unf",0,6.99759598298193,7.42177579364465,"GasA","Ex","Y","SBrkr",7.4312996751559,6.33505425149806,0,7.71912984090673,1,0,2,1,3,0.693147180559945,"Gd",7,"Typ",1,"Ex","Attchd",2002,"Fin",3,756,"TA","TA","Y",5.47646355193151,4.87519732320115,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
"22",1482,4.79579054559674,"RL",3.73766961828337,8.87248718227804,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",5.18738580584075,"Gd","TA","PConc","Gd","TA","Mn","GLQ",3.2188758248682,"Unf",0,7.20563517641036,7.22329567956231,"GasA","Ex","Y","SBrkr",7.22329567956231,0,0,7.22329567956231,0,0,2,0,2,0.693147180559945,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA","Y",4.79579054559674,3.91202300542815,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
"23",1483,3.04452243772342,"RL",4.61512051684126,9.82525570426655,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.18916773842032,7.18916773842032,"GasA","Ex","Y","SBrkr",7.18916773842032,0,0,7.18916773842032,0,0,2,0,3,0.693147180559945,"Gd",6,"Typ",0,NA,"Attchd",2005,"Fin",2,430,"TA","TA","Y",3.61091791264422,3.17805383034795,0,0,0,0,NA,NA,NA,0,1,2010,"WD","Normal"
"24",1484,4.79579054559674,"RL",3.78418963391826,8.07215530818825,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",2.70805020110221,"Gd","TA","PConc","Gd","TA","Av","GLQ",2.83321334405622,"Unf",0,7.02997291170639,7.04403289727469,"GasA","Ex","Y","SBrkr",7.04403289727469,0,0,7.04403289727469,0,0,2,0,2,0.693147180559945,"Gd",6,"Typ",0,NA,"Attchd",2006,"Fin",2,437,"TA","TA","Y",4.61512051684126,4.76217393479776,0,0,0,0,NA,NA,NA,0,1,2010,"WD","Normal"
"25",1485,4.39444915467244,"RL",4.21950770517611,9.4955944993533,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",5.78996017089725,"Unf",0,4.07753744390572,5.95324333428778,"GasA","Ex","Y","SBrkr",6.61338421837956,6.44730586254121,0,7.22620901010067,1,0,2,1,3,0.693147180559945,"Gd",7,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,400,"TA","TA","Y",4.61512051684126,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
"26",1486,4.11087386417331,"RL",4.15888308335967,9.05695606507683,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.7428806357919,6.7428806357919,"GasA","Ex","Y","SBrkr",6.7428806357919,6.78784498230958,0,7.45818615734049,0,0,2,1,3,0.693147180559945,"Gd",7,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,433,"TA","TA","Y",4.97673374242057,3.89182029811063,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
"27",1487,4.11087386417331,"RL",4.11087386417331,9.76617760157152,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",4.74493212836325,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,7.39633529380081,7.39633529380081,"GasA","Ex","Y","SBrkr",7.40610338123702,6.72262979485545,0,7.81439963380449,0,0,2,1,4,0.693147180559945,"Gd",7,"Typ",1,"TA","Attchd",1998,"Fin",3,962,"TA","TA","Y",3.17805383034795,5.15329159449778,0,0,5.54907608489522,0,NA,NA,NA,0,1,2010,"WD","Normal"
"28",1488,3.04452243772342,"RL",4.30406509320417,9.10364563330522,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",5.4249500174814,"Gd","TA","PConc","Gd","TA",NA,"Unf",0,"Unf",0,7.37525577800975,7.37525577800975,"GasA","Ex","Y","SBrkr",7.37525577800975,0,0,7.37525577800975,0,0,2,0,2,0.693147180559945,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",3,880,"TA","TA","Y",4.97673374242057,0,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal"
"29",1489,3.04452243772342,"FV",4.53259949315326,9.12869638293567,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.10578612948127,7.10578612948127,"GasA","Ex","Y","SBrkr",7.10578612948127,0,0,7.10578612948127,0,0,2,0,2,0.693147180559945,"Gd",4,"Typ",0,NA,"Attchd",2009,"RFn",2,676,"TA","TA","Y",0,4.91998092582813,0,0,0,0,NA,NA,NA,0,4,2010,"New","Partial"
"30",1490,3.04452243772342,"FV",4.44265125649032,9.25349564229011,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",7.25488481007734,"Unf",0,4.00733318523247,7.29233717617388,"GasA","Ex","Y","SBrkr",7.29233717617388,0,0,7.29233717617388,1,0,2,0,2,0.693147180559945,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,528,"TA","TA","Y",0,4.63472898822964,0,0,5.37989735354046,0,NA,NA,NA,0,5,2010,"WD","Normal"
"31",1491,4.11087386417331,"RL",4.26267987704132,9.386056829718,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4.81218435537242,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,6.72383244082121,6.72383244082121,"GasA","Ex","Y","SBrkr",6.72383244082121,6.7202201551353,0,7.41457288135059,0,0,2,1,3,0.693147180559945,"Gd",8,"Typ",0,NA,"Attchd",2004,"RFn",2,484,"TA","TA","Y",4.97673374242057,4.23410650459726,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
"32",1492,3.43398720448515,"RH",4.26267987704132,9.19023970026918,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",0,6.70563909486,6.70563909486,"GasA","TA","N","FuseA",6.92067150424868,0,0,6.92067150424868,0,0,1,0,2,0.693147180559945,"TA",5,"Typ",0,NA,"Detchd",1920,"Unf",1,429,"TA","TA","Y",4.80402104473326,0,4.39444915467244,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
"33",1493,3.04452243772342,"RL",3.68887945411394,9.64283681913538,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRNe","Norm","1Fam","1Story",6,6,1974,2002,"Hip","CompShg","Plywood","Plywood","BrkCmn",5.52545293913178,"TA","Gd","CBlock","TA","TA","Gd","BLQ",4.84418708645859,"GLQ",6.75693238924755,5.41164605185504,7.09754885061479,"GasA","Ex","Y","SBrkr",7.30988148582479,0,0,7.30988148582479,1,0,2,0,3,0.693147180559945,"TA",7,"Typ",2,"Fa","Attchd",1974,"Fin",2,461,"TA","TA","Y",5.6937321388027,0,5.23110861685459,0,0,0,NA,"GdPrv",NA,0,4,2010,"WD","Abnorml"
"34",1494,4.11087386417331,"RL",4.45434729625351,9.4837206597171,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1993,1993,"Gable","CompShg","HdBoard","ImStucc","BrkFace",6.22455842927536,"Gd","TA","PConc","Gd","TA","No","LwQ",5.52545293913178,"GLQ",6.88959130835447,0,7.11639414409346,"GasA","Ex","Y","SBrkr",7.13249755166004,7.00215595440362,0,7.7621706071382,1,0,2,1,4,0.693147180559945,"Gd",9,"Typ",1,"TA","Attchd",1993,"RFn",3,762,"TA","TA","Y",3.49650756146648,4.87519732320115,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
"35",1495,4.11087386417331,"RL",4.48863636973214,9.31784857969147,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1992,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",5.19849703126583,"Gd","TA","PConc","Gd","TA","No","GLQ",7.02997291170639,"Unf",0,5.5683445037611,7.23777819192344,"GasA","Ex","Y","SBrkr",7.24636808010246,6.71417052990947,0,7.70796153183549,1,0,2,1,4,0.693147180559945,"Gd",7,"Typ",1,"TA","Attchd",1992,"RFn",3,713,"TA","TA","Y",5.29330482472449,3.43398720448515,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
"36",1496,4.79579054559674,"FV",3.25809653802148,8.48384321173468,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,2004,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",7.1693500166706,"Unf",0,5.25227342804663,7.30586003268401,"GasA","Ex","Y","SBrkr",7.30586003268401,0,0,7.30586003268401,1,0,2,0,2,0.693147180559945,"Gd",6,"Typ",1,"Gd","Attchd",2004,"Fin",2,506,"TA","TA","Y",5.12989871492307,3.93182563272433,0,0,0,0,NA,NA,NA,0,3,2010,"WD","Normal"
"37",1497,5.08140436498446,"FV",3.68887945411394,8.16507925880507,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.73459165997295,6.73459165997295,"GasA","Ex","Y","SBrkr",6.73459165997295,6.73459165997295,0,7.42714413340862,0,0,2,1,2,0.693147180559945,"Gd",3,"Typ",0,NA,"Attchd",2004,"RFn",2,588,"TA","TA","Y",0,4.71849887129509,0,0,0,0,NA,NA,NA,0,1,2010,"WD","Normal"
"38",1498,5.08140436498446,"FV",3.43398720448515,8.07589363029886,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4.79579054559674,"Gd","TA","PConc","Gd","TA","Av","GLQ",5.63835466933375,"Unf",0,5.77144112313002,6.39859493453521,"GasA","Ex","Y","SBrkr",6.39859493453521,6.39859493453521,0,7.09090982207998,0,0,2,1,2,0.693147180559945,"Gd",4,"Typ",0,NA,"Detchd",2004,"RFn",2,480,"TA","TA","Y",0,5.15329159449778,0,0,0,0,NA,NA,NA,0,4,2010,"ConLD","Normal"
