,30,50,60,90,160,C (all),RL,RM,AlleyGrvl,Alleynan,IR1,IR2,Reg,Bnk,HLS,CulDSac,BrDale,BrkSide,Edwards,IDOTRR,MeadowV,NAmes,NoRidge,NridgHt,OldTown,Sawyer,Somerst,StoneBr,Timber,Condition1Artery,Condition1Feedr,Condition1Norm,1Fam,Duplex,Gable,Hip,CompShg,WdShngl,Exterior2ndCmentBd,Exterior2ndMetalSd,Exterior2ndVinylSd,Exterior2ndWd Sdng,BrkFace,None,Stone,FuseA,FuseF,SBrkr,Attchd,BuiltIn,Detchd,N,Y,WD,Abnorml,Normal,Partial,LotFrontage,LotArea,OverallQual,YearBuilt,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SalePrice,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,GarageQual,PoolQC,BsmtFinType1,CentralAir,Functional,GarageFinish,Fence
10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,70.0,9.32375833901,5,1965,6.81014245012,4.90527477844,6.94793706861,0,1,3,0.69314718056,5,0,1,0.0,0.0,0.0,0.0,11.7714438821,1.38629436112,1.38629436112,1.38629436112,2,5,3,1.38629436112,0.0,3,1,2.19722457734,1,0.0
11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,85.0,9.38639231576,9,2005,6.90675477865,5.18178355029,7.06987412846,1142,1,4,0.69314718056,11,2,3,4.99721227376,3.09104245336,0.0,0.0,12.7513025946,1.79175946923,1.79175946923,1.38629436112,2,5,5,1.38629436112,0.0,6,1,2.19722457734,3,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.47031717334,5,1962,6.6039438246,5.17048399504,6.81673588059,0,1,2,0.69314718056,4,0,1,4.94875989038,0.0,0.0,5.17614973257,11.877575523,1.38629436112,1.38629436112,1.38629436112,2,3,3,1.38629436112,0.0,5,1,2.19722457734,1,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,91.0,9.27359682161,7,2006,0.0,7.30988148582,7.30988148582,0,0,3,0.69314718056,7,1,3,5.08140436498,3.52636052462,0.0,0.0,12.5407611494,1.60943791243,1.60943791243,1.38629436112,3,5,4,1.38629436112,0.0,1,1,2.19722457734,2,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.2984428202,6,1960,6.59850902861,6.25575004175,7.13409372119,0,1,2,0.69314718056,5,1,1,0.0,5.36597601502,5.17614973257,0.0,11.9640074537,1.38629436112,1.38629436112,1.38629436112,2,3,3,1.38629436112,0.0,4,1,2.19722457734,2,1.09861228867
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,51.0,8.71948076085,7,1929,0.0,6.72503364217,6.72503364217,0,0,2,0.69314718056,5,0,2,3.89182029811,4.72738781871,0.0,0.0,11.7905647773,1.38629436112,1.38629436112,1.38629436112,2,5,3,1.38629436112,0.0,1,1,2.19722457734,1,1.60943791243
16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.32741204356,6,1970,6.36130247757,6.05678401323,6.91274282049,0,1,2,0.69314718056,5,1,2,0.0,0.0,0.0,0.0,11.9117082963,1.38629436112,1.38629436112,1.38629436112,2,5,3,1.38629436112,0.0,5,1,2.19722457734,3,0.0
17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,72.0,9.28656039789,4,1967,0.0,0.0,0.0,0,0,2,1.09861228867,6,0,2,0.0,0.0,0.0,0.0,11.4075760604,1.38629436112,0.0,0.0,0,3,3,1.38629436112,0.0,0,1,2.19722457734,1,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,66.0,9.52485909838,5,2004,6.4723462945,6.15060276845,7.01660968389,0,1,3,0.69314718056,6,0,2,0.0,4.63472898823,0.0,0.0,11.9766657705,1.38629436112,1.38629436112,1.38629436112,2,5,4,1.38629436112,0.0,6,1,2.19722457734,1,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70.0,8.93075873556,5,1958,6.22455842928,6.26530121274,6.93731408122,0,0,3,0.69314718056,6,0,1,0.0,0.0,0.0,0.0,11.8422364063,1.38629436112,1.38629436112,1.38629436112,2,3,3,1.38629436112,0.0,2,1,2.07944154168,1,1.38629436112
20,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,101.0,9.56212336983,8,2005,0.0,7.05531284334,7.05531284334,1218,0,4,0.69314718056,9,1,3,5.48479693349,5.04342511692,0.0,0.0,12.6925061865,1.60943791243,1.79175946923,1.38629436112,3,5,4,1.38629436112,0.0,1,1,2.19722457734,2,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,57.0,8.91596931137,7,1930,0.0,6.45833828334,6.45833828334,0,0,3,0.69314718056,6,1,1,0.0,0.0,5.32787616879,0.0,11.8451099509,1.38629436112,1.38629436112,1.38629436112,2,5,4,1.38629436112,0.0,1,1,2.19722457734,1,1.60943791243
22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,75.0,9.18430435743,8,2002,0.0,7.48324441607,7.48324441607,0,0,3,0.69314718056,7,1,2,5.14749447681,5.07517381523,0.0,0.0,12.3458389357,1.60943791243,1.60943791243,1.38629436112,2,5,4,1.38629436112,0.0,1,1,2.19722457734,2,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,44.0,8.34877453979,5,1976,6.73459165997,5.30330490806,6.94793706861,0,1,3,0.69314718056,6,1,2,4.61512051684,4.70953020131,0.0,0.0,11.7745279009,1.38629436112,1.60943791243,1.38629436112,2,3,3,1.38629436112,0.0,6,1,2.19722457734,1,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.01760477683,5,1968,5.24174701506,5.32300997914,6.96696713861,0,1,3,0.69314718056,6,1,1,6.00881318544,4.51085950652,0.0,0.0,11.9447143749,1.38629436112,1.38629436112,1.38629436112,3,5,4,1.38629436112,0.0,3,1,2.19722457734,1,1.38629436112
25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,110.0,9.56317796268,8,2007,0.0,7.35691824236,7.35691824236,0,0,3,0.69314718056,7,1,3,0.0,4.04305126783,0.0,0.0,12.454107814,1.60943791243,1.60943791243,1.38629436112,2,5,4,1.38629436112,0.0,1,1,2.19722457734,2,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,60.0,8.88197518425,5,1951,5.45958551414,5.19849703127,6.80350525761,0,0,3,0.69314718056,5,0,2,5.40717177146,3.49650756147,0.0,0.0,11.8115548958,1.38629436112,1.38629436112,1.38629436112,3,3,4,1.38629436112,0.0,4,1,2.19722457734,1,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,98.0,9.34827455807,8,2007,7.10578612948,6.18826412308,7.44132038972,0,1,3,0.69314718056,7,1,3,0.0,3.93182563272,0.0,0.0,12.6313436489,1.60943791243,1.79175946923,1.38629436112,2,5,4,1.38629436112,0.0,6,1,2.19722457734,2,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,47.0,9.70026917003,5,1957,7.15305163494,5.3375380797,7.30317005124,0,1,2,0.69314718056,6,2,1,5.66642668811,5.5568280617,0.0,0.0,12.2428914379,1.38629436112,1.38629436112,1.38629436112,4,3,3,1.38629436112,0.0,4,1,2.19722457734,2,0.0
29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,60.0,8.7522653136,4,1927,0.0,6.25575004175,6.25575004175,0,0,1,0.69314718056,4,0,1,3.91202300543,0.0,4.47733681448,0.0,11.1346036227,1.38629436112,1.38629436112,1.38629436112,2,2,2,1.09861228867,0.0,1,0,2.19722457734,1,0.0
30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,50.0,9.04793908262,4,1920,0.0,6.47697236289,6.47697236289,668,0,3,0.69314718056,6,0,1,0.0,4.00733318523,5.1532915945,0.0,10.5966597328,1.38629436112,1.38629436112,1.38629436112,2,3,3,1.38629436112,0.0,1,0,2.19722457734,1,1.38629436112
31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.05310159555,5,1966,0.0,7.11395610957,7.11395610957,0,0,3,0.69314718056,6,0,1,0.0,4.18965474203,0.0,0.0,11.9140545193,1.38629436112,1.38629436112,1.38629436112,2,4,4,1.38629436112,0.0,1,1,2.19722457734,1,1.38629436112
32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,85.0,9.31018570695,8,2007,0.0,7.11882624906,7.11882624906,0,0,3,0.69314718056,7,0,2,0.0,3.43398720449,0.0,0.0,12.1001619786,1.60943791243,1.79175946923,1.38629436112,3,5,4,1.38629436112,0.0,1,1,2.19722457734,2,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,70.0,9.26416545867,5,1959,6.92657703322,5.94279937513,7.24351297467,0,0,4,0.69314718056,6,1,2,0.0,3.66356164613,0.0,0.0,12.0167325161,1.38629436112,1.38629436112,1.38629436112,2,4,4,1.38629436112,0.0,3,1,2.19722457734,2,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,60.0,8.89754559871,9,2005,7.05098944707,6.01371515604,7.3537223304,0,1,2,0.69314718056,6,1,2,5.31811999384,3.87120101091,0.0,0.0,12.5335798158,1.79175946923,1.79175946923,1.38629436112,2,5,5,1.38629436112,0.0,6,1,2.19722457734,3,0.0
