Id,30,50,60,90,160,C (all),RL,RM,AlleyGrvl,Alleynan,IR1,IR2,Reg,Bnk,HLS,CulDSac,BrDale,BrkSide,Edwards,IDOTRR,MeadowV,NAmes,NoRidge,NridgHt,OldTown,Sawyer,Somerst,StoneBr,Timber,Condition1Artery,Condition1Feedr,Condition1Norm,1Fam,Duplex,Gable,Hip,CompShg,WdShngl,Exterior2ndCmentBd,Exterior2ndMetalSd,Exterior2ndVinylSd,Exterior2ndWd Sdng,BrkFace,None,Stone,FuseA,FuseF,SBrkr,Attchd,BuiltIn,Detchd,N,Y,WD,Abnorml,Normal,Partial,LotFrontage,LotArea,OverallQual,YearBuilt,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SalePrice,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,GarageQual,PoolQC,BsmtFinType1,CentralAir,Functional,GarageFinish,Fence
10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,70,11200,5,1965,906,134,1040,0,1,3,1,5,0,1,0,0,0,0,129500,3,3,3,2,5,3,3,0,3,1,8,1,0
11,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,85,11924,9,2005,998,177,1175,1142,1,4,1,11,2,3,147,21,0,0,345000,5,5,3,2,5,5,3,0,6,1,8,3,0
12,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,12968,5,1962,737,175,912,0,1,2,1,4,0,1,140,0,0,176,144000,3,3,3,2,3,3,3,0,5,1,8,1,0
13,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,91,10652,7,2006,0,1494,1494,0,0,3,1,7,1,3,160,33,0,0,279500,4,4,3,3,5,4,3,0,1,1,8,2,0
14,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,10920,6,1960,733,520,1253,0,1,2,1,5,1,1,0,213,176,0,157000,3,3,3,2,3,3,3,0,4,1,8,2,2
15,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,51,6120,7,1929,0,832,832,0,0,2,1,5,0,2,48,112,0,0,132000,3,3,3,2,5,3,3,0,1,1,8,1,4
16,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,11241,6,1970,578,426,1004,0,1,2,1,5,1,2,0,0,0,0,149000,3,3,3,2,5,3,3,0,5,1,8,3,0
17,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,72,10791,4,1967,0,0,0,0,0,2,2,6,0,2,0,0,0,0,90000,3,0,0,0,3,3,3,0,0,1,8,1,0
18,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,66,13695,5,2004,646,468,1114,0,1,3,1,6,0,2,0,102,0,0,159000,3,3,3,2,5,4,3,0,6,1,8,1,0
19,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,70,7560,5,1958,504,525,1029,0,0,3,1,6,0,1,0,0,0,0,139000,3,3,3,2,3,3,3,0,2,1,7,1,3
20,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,101,14215,8,2005,0,1158,1158,1218,0,4,1,9,1,3,240,154,0,0,325300,4,5,3,3,5,4,3,0,1,1,8,2,0
21,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,57,7449,7,1930,0,637,637,0,0,3,1,6,1,1,0,0,205,0,139400,3,3,3,2,5,4,3,0,1,1,8,1,4
22,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,75,9742,8,2002,0,1777,1777,0,0,3,1,7,1,2,171,159,0,0,230000,4,4,3,2,5,4,3,0,1,1,8,2,0
23,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,44,4224,5,1976,840,200,1040,0,1,3,1,6,1,2,100,110,0,0,129900,3,4,3,2,3,3,3,0,6,1,8,1,0
24,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,8246,5,1968,188,204,1060,0,1,3,1,6,1,1,406,90,0,0,154000,3,3,3,3,5,4,3,0,3,1,8,1,3
25,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,110,14230,8,2007,0,1566,1566,0,0,3,1,7,1,3,0,56,0,0,256300,4,4,3,2,5,4,3,0,1,1,8,2,0
26,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,60,7200,5,1951,234,180,900,0,0,3,1,5,0,2,222,32,0,0,134800,3,3,3,3,3,4,3,0,4,1,8,1,0
27,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,98,11478,8,2007,1218,486,1704,0,1,3,1,7,1,3,0,50,0,0,306000,4,5,3,2,5,4,3,0,6,1,8,2,0
28,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,47,16321,5,1957,1277,207,1484,0,1,2,1,6,2,1,288,258,0,0,207500,3,3,3,4,3,3,3,0,4,1,8,2,0
29,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,60,6324,4,1927,0,520,520,0,0,1,1,4,0,1,49,0,87,0,68500,3,3,3,2,2,2,2,0,1,0,8,1,0
30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,50,8500,4,1920,0,649,649,668,0,3,1,6,0,1,0,54,172,0,40000,3,3,3,2,3,3,3,0,1,0,8,1,3
31,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,8544,5,1966,0,1228,1228,0,0,3,1,6,0,1,0,65,0,0,149350,3,3,3,2,4,4,3,0,1,1,8,1,3
32,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,85,11049,8,2007,0,1234,1234,0,0,3,1,7,0,2,0,30,0,0,179900,4,5,3,3,5,4,3,0,1,1,8,2,0
33,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,70,10552,5,1959,1018,380,1398,0,0,4,1,6,1,2,0,38,0,0,165500,3,3,3,2,4,4,3,0,3,1,8,2,0
34,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,60,7313,9,2005,1153,408,1561,0,1,2,1,6,1,2,203,47,0,0,277500,5,5,3,2,5,5,3,0,6,1,8,3,0
35,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,108,13418,8,2004,0,1117,1117,1320,0,4,1,9,1,3,113,32,0,0,309000,4,5,3,3,5,4,3,0,1,1,8,3,0
36,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,112,10859,5,1994,0,1097,1097,0,0,3,1,6,0,2,392,64,0,0,145000,3,4,3,2,5,3,3,0,1,1,8,1,0
37,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,74,8532,5,1954,1213,84,1297,0,0,3,1,5,1,2,0,0,0,0,153000,3,3,3,2,4,3,3,0,3,1,8,3,0
38,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,68,7922,5,1953,731,326,1057,0,1,3,1,5,0,1,0,52,0,0,109000,3,3,3,2,3,4,3,0,6,1,8,1,0
39,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,65,6040,4,1955,0,0,0,0,0,2,2,6,0,0,0,0,0,0,82000,3,0,0,0,3,2,0,0,0,0,8,0,0
40,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,84,8658,6,1965,643,445,1088,0,0,3,1,6,1,2,0,138,0,0,160000,3,3,3,2,5,3,3,0,3,1,8,2,2
41,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,115,16905,5,1959,967,383,1350,0,0,2,1,5,2,1,0,104,0,0,170000,3,3,3,4,4,3,3,0,4,1,8,2,0
42,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,9180,5,1983,747,0,840,0,1,2,1,5,0,2,240,0,0,0,144000,3,4,3,3,4,4,3,0,5,1,8,2,3
43,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,9200,5,1975,280,167,938,0,1,3,1,5,0,1,145,0,0,0,130250,3,4,3,3,3,3,3,0,2,1,8,1,3
44,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,70,7945,5,1959,179,465,1150,0,1,3,1,6,0,1,0,0,0,0,141000,3,3,3,2,5,3,3,0,5,1,8,2,0
45,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,61,7658,9,2005,456,1296,1752,0,1,2,1,6,1,2,196,82,0,0,319900,5,5,3,2,5,5,3,0,6,1,8,2,0
46,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,48,12822,7,2003,1351,83,1434,631,1,1,1,6,1,2,168,43,0,198,239686,4,5,3,2,5,4,3,0,6,1,8,2,0
47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,84,11096,8,2006,24,1632,1656,0,0,3,1,7,0,3,0,146,0,0,249700,4,4,3,3,5,4,3,0,6,1,8,2,0
48,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,33,4456,4,1920,0,736,736,716,0,2,3,8,0,0,0,0,102,0,113000,3,3,3,2,4,3,0,0,1,1,8,0,0
49,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,66,7742,5,1966,763,192,955,0,1,3,1,6,0,1,0,0,0,0,127000,3,3,3,2,5,3,3,0,4,1,8,1,3
50,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,13869,6,1997,182,612,794,676,0,3,1,6,0,2,0,75,0,0,177000,3,4,3,3,4,3,3,0,6,1,8,3,0
51,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,52,6240,6,1934,0,816,816,0,0,3,1,6,1,2,112,0,0,0,114500,3,3,3,2,3,3,3,0,1,1,8,1,3
52,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,110,8472,5,1963,104,0,816,0,1,2,1,5,0,2,106,0,0,0,110000,2,4,3,4,3,3,3,0,2,0,8,1,0
53,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,68,50271,9,1981,1810,32,1842,0,2,0,1,5,1,3,857,72,0,0,385000,4,5,3,4,4,4,3,0,6,1,8,3,0
54,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,60,7134,5,1955,384,0,384,0,0,3,1,6,1,2,0,50,0,0,130000,3,3,3,2,3,3,3,0,5,1,7,1,3
55,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,100,10175,6,1964,490,935,1425,0,0,3,1,7,1,2,0,0,0,0,180500,3,3,3,2,4,3,3,0,4,1,8,2,0
56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,24,2645,8,1999,649,321,970,756,1,3,1,7,0,2,115,0,0,0,172500,4,4,3,2,5,4,3,0,6,1,8,3,0
57,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,89,11645,7,2004,0,860,860,860,0,3,1,7,0,2,0,70,0,0,196500,4,4,3,2,5,4,3,0,1,1,8,2,0
58,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,66,13682,10,2006,0,1410,1410,1519,0,3,1,10,1,3,192,0,37,0,438780,5,5,3,4,5,4,3,0,1,1,8,3,0
59,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,60,7200,5,1972,632,148,780,0,0,2,1,4,0,1,196,0,0,0,124900,3,3,3,3,5,3,3,0,5,1,8,1,3
60,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,63,13072,6,2004,941,217,1158,0,1,3,1,5,0,2,0,50,0,0,158000,3,4,3,2,5,4,3,0,5,1,8,1,0
61,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,60,7200,5,1920,0,530,530,530,0,3,1,6,0,1,0,0,144,0,101000,3,3,2,2,3,2,3,0,1,0,8,1,0
62,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,44,6442,8,2006,24,1346,1370,0,0,2,1,6,1,2,120,49,0,0,202500,4,4,4,3,5,4,3,0,6,1,8,2,0
63,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,50,10300,7,1921,0,576,576,808,0,3,1,9,0,2,12,11,64,0,140000,3,3,3,2,4,3,3,0,1,1,8,1,4
64,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,9375,7,1997,739,318,1057,977,1,3,1,8,0,2,576,36,0,0,219500,3,4,3,2,5,4,3,0,6,1,8,2,4
65,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,76,9591,8,2004,0,1143,1143,1330,0,4,1,9,1,3,192,151,0,0,317000,4,5,3,3,5,4,3,0,1,1,8,2,0
66,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,19900,7,1970,912,1035,1947,0,1,3,1,7,1,2,301,0,0,0,180000,3,4,3,4,3,3,3,0,6,1,7,2,0
67,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,72,10665,7,2003,1013,440,1453,0,1,3,1,7,0,2,144,29,0,0,226000,4,4,3,3,5,4,3,0,6,1,8,2,0
68,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,47,4608,4,1945,0,747,747,0,0,2,1,4,0,1,0,0,0,0,80000,3,3,3,2,3,3,3,0,1,1,8,1,0
69,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,81,15593,7,1953,603,701,1304,983,0,3,1,7,1,2,0,21,114,0,225000,4,3,3,2,3,3,3,0,4,1,8,3,0
